"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Executive Officer (EO) - London","28412","34672","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Executive Officer (EO) - London","28412","34672","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Executive Officer (EO) - London","28412","34672","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Executive Officer (EO) - London","28412","34672","Operational Delivery Support Officer","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Executive Officer (EO) - London","28412","34672","Operational Delivery Support Officer","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG439","Executive Officer (EO) - London","28412","34672","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Executive Officer (EO) - London","28412","34672","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Executive Officer (EO) - London","28412","34672","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Executive Officer (EO) - London","28412","34672","Statistics Support Officer","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG344","Executive Officer (EO) - London","28412","34672","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG507","Executive Officer (EO) - London","28412","34672","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG339","Executive Officer (EO) - London","28412","34672","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG380","Executive Officer (EO) - London","28412","34672","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG419","Executive Officer (EO) - London","28412","34672","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG420","Executive Officer (EO) - London","28412","34672","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG573","Executive Officer (EO) - London","28412","34672","Policy Support Officer","1.00","Policy","London"
