"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG391","Grade 6 (G6) - London","63465","74766","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Grade 6 (G6) - London","63465","74766","Digital, Data and Technology Advisor","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 6 (G6) - London","63465","74766","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG445","Grade 6 (G6) - London","63465","74766","Digital, Data and Technology Advisor","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG385","Grade 6 (G6) - London","63465","74766","Communications Advisor","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG375","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG375","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 6 (G6) - London","63465","74766","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 6 (G6) - London","63465","74766","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 6 (G6) - London","63465","74766","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG446","Grade 6 (G6) - London","63465","74766","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG446","Grade 6 (G6) - London","63465","74766","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG463","Grade 6 (G6) - London","63465","74766","Communications Advisor","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 6 (G6) - London","63465","74766","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG131","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG473","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Grade 7 (G7) - London","53132","62477","Statistics Advisor","0.90","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG452","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG509","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG473","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG473","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG473","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG473","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG498","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG473","Grade 7 (G7) - London","53132","62477","Commercial Advisor","1.00","Commercial","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG473","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG473","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG451","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG451","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG451","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG451","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Grade 7 (G7) - London","53132","62477","Economics Advisor","1.00","Economics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG448","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG448","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG271","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG372","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG448","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Grade 7 (G7) - London","53132","62477","Economics Advisor","1.00","Economics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Grade 7 (G7) - London","53132","62477","Economics Advisor","1.00","Economics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG439","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Grade 7 (G7) - London","53132","62477","Social Research Advisor","1.00","Social Research","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG493","Grade 7 (G7) - London","53132","62477","Statistics Advisor","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Grade 7 (G7) - London","53132","62477","Communications Advisor","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Grade 7 (G7) - London","53132","62477","Communications Advisor","0.80","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Grade 7 (G7) - London","53132","62477","Policy Advisor","0.65","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG271","Grade 7 (G7) - London","53132","62477","Planning Advisor","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG439","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG271","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG271","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG339","Grade 7 (G7) - London","53132","62477","Digital, Data and Technology Advisor","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG339","Grade 7 (G7) - London","53132","62477","Digital, Data and Technology Advisor","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG339","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG339","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG339","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG339","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG339","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Digital, Data and Technology Advisor","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Digital, Data and Technology Advisor","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Digital, Data and Technology Advisor","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Digital, Data and Technology Advisor","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Digital, Data and Technology Advisor","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Digital, Data and Technology Advisor","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Digital, Data and Technology Advisor","0.89","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Digital, Data and Technology Advisor","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG339","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG391","Grade 7 (G7) - London","53132","62477","Communications Advisor","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG391","Grade 7 (G7) - London","53132","62477","Finance Advisor","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG391","Grade 7 (G7) - London","53132","62477","Finance Advisor","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG391","Grade 7 (G7) - London","53132","62477","Planning Advisor","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG391","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG489","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG385","Grade 7 (G7) - London","53132","62477","Communications Advisor","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG385","Grade 7 (G7) - London","53132","62477","Communications Advisor","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG375","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG375","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG375","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG375","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG446","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG435","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG463","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG463","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG463","Grade 7 (G7) - London","53132","62477","Policy Advisor","0.60","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG463","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG463","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Grade 7 (G7) - London","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG224","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG224","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG224","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Higher Executive Officer (HEO) - London","33210","38300","Economics Manager","1.00","Economics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG487","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Higher Executive Officer (HEO) - London","33210","38300","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG473","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG473","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG473","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG413","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG451","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","0.58","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG451","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG451","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG451","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG448","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG448","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG448","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG485","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG271","Higher Executive Officer (HEO) - London","33210","38300","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG271","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG485","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG372","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG372","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","0.46","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG484","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG448","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG448","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG485","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG485","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG485","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
